Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Z_CostContact;Z_Revenue;Response;Age;Customer_Days;MntTotal;MntRegularProds;AcceptedCmpOverall;MntCalculado;Diferencia_Mnt;Total_Children;Spending_Category;Income_Category;Total_Purchases;Deals_Percentage;Marital_Status;Education
55954.0;0;1;63;447.0;0.0;28.0;0.0;0.0;43.0;3;8;2;6;7;0;0;0;0;0;0;3;11;0;52;2277;475.0;432;0;518.0;43.0;1;Medium;Medium;19;15.789473684210526;Married;PhD
75777.0;0;0;12;712.0;26.0;538.0;69.0;13.0;80.0;1;3;6;11;1;0;1;1;0;0;0;3;11;1;38;2519;1358.0;1278;2;1438.0;80.0;0;High;High;21;4.761904761904762;Single;Master
66653.0;1;1;18;452.0;18.0;102.0;16.0;18.0;6.0;4;4;2;12;3;0;0;0;0;0;0;3;11;0;45;2819;606.0;600;0;612.0;6.0;2;Medium;High;22;18.181818181818183;Together;Graduation
61823.0;0;1;26;523.0;7.0;134.0;37.0;14.0;169.0;4;8;2;10;7;0;0;0;0;0;0;3;11;0;68;2655;715.0;546;0;884.0;169.0;1;Medium;Medium;24;16.666666666666664;Single;Graduation
67680.0;0;1;8;546.0;0.0;48.0;0.0;6.0;6.0;1;7;3;8;5;0;0;0;0;0;0;3;11;0;69;2542;600.0;594;0;606.0;6.0;1;Medium;High;19;5.263157894736842;Widow;PhD
70666.0;0;0;29;398.0;40.0;367.0;119.0;122.0;30.0;1;7;4;4;4;0;0;0;0;0;0;3;11;0;72;2364;1046.0;1016;0;1076.0;30.0;0;High;High;16;6.25;Together;Graduation
25721.0;1;0;75;1.0;3.0;6.0;3.0;6.0;15.0;1;1;1;2;7;0;0;0;0;0;0;3;11;1;49;2563;19.0;4;0;34.0;15.0;1;Low;Low;5;20.0;Married;Graduation
32474.0;1;1;0;10.0;0.0;1.0;0.0;0.0;0.0;1;1;0;2;7;0;0;0;0;0;0;3;11;0;53;2208;11.0;11;0;11.0;0.0;2;Low;Low;4;25.0;Together;Graduation
88194.0;0;1;19;688.0;14.0;309.0;201.0;24.0;38.0;1;11;10;10;5;1;0;0;1;0;0;3;11;1;41;2261;1236.0;1198;2;1274.0;38.0;1;High;High;32;3.125;Single;2n Cycle
69096.0;0;1;4;247.0;49.0;159.0;7.0;82.0;109.0;1;5;2;10;4;0;0;0;0;0;0;3;11;0;62;2434;544.0;435;0;653.0;109.0;1;Medium;High;18;5.555555555555555;Together;Graduation
74854.0;1;2;90;856.0;59.0;487.0;58.0;29.0;73.0;7;2;5;5;5;0;0;0;0;0;0;3;11;0;50;2606;1489.0;1416;0;1562.0;73.0;3;High;High;19;36.84210526315789;Together;Graduation
66991.0;0;0;1;496.0;36.0;460.0;189.0;60.0;12.0;3;4;8;6;3;0;0;0;0;0;0;3;11;0;66;2815;1241.0;1229;0;1253.0;12.0;0;High;High;21;14.285714285714285;Married;Master
65031.0;0;1;29;258.0;107.0;291.0;84.0;37.0;86.0;4;10;3;13;7;0;0;0;0;0;0;3;11;0;61;2628;777.0;691;0;863.0;86.0;1;High;High;30;13.333333333333334;Married;Graduation
60631.0;1;1;88;565.0;6.0;65.0;0.0;6.0;19.0;5;9;2;8;7;0;1;0;0;0;0;3;11;0;45;2609;642.0;623;1;661.0;19.0;2;Medium;Medium;24;20.833333333333336;Married;PhD
28332.0;0;0;58;14.0;10.0;13.0;4.0;15.0;9.0;1;2;1;4;2;0;0;0;0;0;0;3;11;0;68;2219;56.0;47;0;65.0;9.0;0;Low;Low;8;12.5;Married;Graduation
40246.0;1;0;68;2.0;1.0;6.0;2.0;1.0;1.0;1;1;0;2;6;0;0;0;0;0;0;3;11;0;43;2716;12.0;11;0;13.0;1.0;1;Low;Low;4;25.0;Divorced;Graduation
75251.0;0;0;34;721.0;111.0;925.0;97.0;18.0;18.0;1;7;6;5;5;0;0;0;0;0;0;3;11;1;48;2830;1872.0;1854;0;1890.0;18.0;0;High;High;19;5.263157894736842;Married;Master
75825.0;0;0;40;1032.0;105.0;779.0;137.0;105.0;51.0;0;5;8;9;4;1;0;0;0;0;0;3;11;1;44;2784;2158.0;2107;1;2209.0;51.0;0;High;High;22;0.0;Single;Graduation
26326.0;0;0;12;1.0;0.0;5.0;0.0;3.0;9.0;1;0;0;3;3;0;0;0;0;0;1;3;11;0;44;2457;9.0;0;0;18.0;9.0;0;Low;Low;4;25.0;Together;2n Cycle
56046.0;0;0;9;577.0;0.0;64.0;0.0;0.0;51.0;2;10;1;8;8;1;0;0;0;0;0;3;11;1;55;2702;641.0;590;1;692.0;51.0;0;Medium;Medium;21;9.523809523809524;Together;Graduation
29760.0;1;0;87;64.0;4.0;68.0;7.0;5.0;17.0;4;3;1;4;8;0;0;0;0;0;0;3;11;0;35;2828;148.0;131;0;165.0;17.0;1;Medium;Low;12;33.33333333333333;Single;Graduation
26304.0;1;0;5;4.0;1.0;5.0;2.0;0.0;4.0;1;1;0;2;7;0;0;0;0;0;0;3;11;0;51;2530;12.0;8;0;16.0;4.0;1;Low;Low;4;25.0;Married;Graduation
23559.0;1;0;87;25.0;5.0;19.0;7.0;0.0;23.0;3;3;0;3;7;0;0;0;0;0;0;3;11;0;47;2520;56.0;33;0;79.0;23.0;1;Low;Low;9;33.33333333333333;Married;2n Cycle
81361.0;0;0;18;163.0;23.0;424.0;27.0;65.0;76.0;1;3;10;13;1;0;0;0;0;0;0;3;11;0;33;2283;702.0;626;0;778.0;76.0;0;Medium;High;27;3.7037037037037033;Divorced;Graduation
29440.0;1;1;95;17.0;8.0;14.0;10.0;4.0;3.0;2;1;0;4;7;0;0;0;0;0;0;3;11;0;60;2481;53.0;50;0;56.0;3.0;2;Low;Low;7;28.57142857142857;Married;Graduation
36138.0;1;1;48;130.0;0.0;16.0;0.0;0.0;5.0;5;3;1;4;7;0;1;0;0;0;0;3;11;0;50;2507;146.0;141;1;151.0;5.0;2;Medium;Low;13;38.46153846153847;Married;Master
50388.0;0;1;3;292.0;6.0;37.0;0.0;3.0;34.0;4;6;1;6;7;0;1;0;1;0;0;3;11;1;63;2191;338.0;304;2;372.0;34.0;1;Medium;Medium;17;23.52941176470588;Single;Graduation
79593.0;0;0;70;350.0;60.0;568.0;110.0;133.0;145.0;1;5;6;7;2;0;0;1;0;0;0;3;11;0;47;2207;1221.0;1076;1;1366.0;145.0;0;High;High;19;5.263157894736842;Married;Graduation
54178.0;0;1;79;135.0;9.0;39.0;4.0;0.0;7.0;1;2;2;5;2;0;0;0;0;0;0;3;11;0;53;2318;187.0;180;0;194.0;7.0;1;Medium;Medium;10;10.0;Together;Graduation
42394.0;1;0;69;15.0;2.0;10.0;0.0;1.0;4.0;1;1;0;3;7;0;0;0;0;0;0;3;11;0;48;2257;28.0;24;0;32.0;4.0;1;Low;Medium;5;20.0;Single;Master
23626.0;1;0;84;27.0;2.0;14.0;0.0;0.0;0.0;3;3;1;3;5;0;0;0;0;0;0;3;11;0;50;2195;43.0;43;0;43.0;0.0;1;Low;Low;10;30.0;Married;PhD
30096.0;1;0;30;5.0;3.0;11.0;12.0;5.0;9.0;1;2;0;3;6;0;0;0;0;0;0;3;11;0;37;2197;36.0;27;0;45.0;9.0;1;Low;Low;6;16.666666666666664;Married;Graduation
47916.0;0;1;72;505.0;0.0;26.0;0.0;0.0;75.0;5;7;4;6;6;0;1;0;0;0;0;3;11;0;60;2743;531.0;456;1;606.0;75.0;1;Medium;Medium;22;22.727272727272727;Widow;Graduation
51813.0;1;1;37;51.0;2.0;7.0;0.0;1.0;2.0;2;2;0;3;7;0;0;0;0;0;0;3;11;0;48;2603;61.0;59;0;63.0;2.0;2;Low;Medium;7;28.57142857142857;Divorced;Graduation
78497.0;0;0;44;207.0;26.0;447.0;75.0;0.0;223.0;1;5;7;12;2;0;0;0;1;0;0;3;11;0;69;2369;755.0;532;1;978.0;223.0;0;Medium;High;25;4.0;Married;2n Cycle
50150.0;0;0;32;135.0;46.0;92.0;65.0;61.0;11.0;2;5;2;7;5;0;0;0;0;0;0;3;11;0;37;2533;399.0;388;0;410.0;11.0;0;Medium;Medium;16;12.5;Married;PhD
47823.0;0;1;0;53.0;1.0;5.0;2.0;1.0;10.0;2;2;0;3;8;0;0;0;0;0;0;3;11;0;60;2500;62.0;52;0;72.0;10.0;1;Low;Medium;7;28.57142857142857;Single;2n Cycle
34554.0;0;1;43;41.0;1.0;6.0;2.0;0.0;5.0;2;2;0;3;6;0;0;0;0;0;0;3;11;0;61;2250;50.0;45;0;55.0;5.0;1;Low;Low;7;28.57142857142857;Single;PhD
85693.0;0;1;59;386.0;172.0;183.0;185.0;132.0;111.0;2;9;5;11;5;0;0;0;0;0;0;3;11;0;41;2594;1058.0;947;0;1169.0;111.0;1;High;High;27;7.4074074074074066;Together;Graduation
65846.0;0;0;68;562.0;81.0;276.0;80.0;40.0;81.0;1;6;3;6;4;0;0;0;0;0;0;3;11;0;75;2567;1039.0;958;0;1120.0;81.0;0;High;High;16;6.25;Married;PhD
87195.0;0;0;35;217.0;76.0;690.0;50.0;26.0;38.0;1;3;11;5;1;0;0;0;0;0;0;3;11;1;61;2211;1059.0;1021;0;1097.0;38.0;0;High;High;20;5.0;Married;Graduation
24594.0;1;0;94;1.0;3.0;6.0;10.0;0.0;9.0;1;1;0;3;5;0;0;0;0;0;0;3;11;0;41;2360;20.0;11;0;29.0;9.0;1;Low;Low;5;20.0;Together;Basic
49096.0;1;1;15;144.0;1.0;32.0;2.0;1.0;7.0;4;4;1;4;7;0;0;0;0;0;0;3;11;0;56;2437;180.0;173;0;187.0;7.0;2;Medium;Medium;13;30.76923076923077;Married;Graduation
52413.0;0;2;56;295.0;106.0;271.0;75.0;98.0;65.0;4;6;4;12;6;0;0;0;0;0;0;3;11;0;51;2671;845.0;780;0;910.0;65.0;2;High;Medium;26;15.384615384615385;Married;Graduation
38557.0;1;0;17;76.0;3.0;31.0;4.0;4.0;27.0;2;3;1;3;7;0;0;0;0;0;0;3;11;0;42;2716;118.0;91;0;145.0;27.0;1;Medium;Low;9;22.22222222222222;Single;Graduation
89058.0;0;0;18;454.0;194.0;106.0;31.0;22.0;43.0;1;5;4;4;2;0;0;0;0;0;0;3;11;0;60;2728;807.0;764;0;850.0;43.0;0;High;High;14;7.142857142857142;Married;Master
77298.0;0;1;46;425.0;115.0;292.0;23.0;35.0;79.0;1;6;6;11;3;0;0;0;0;0;0;3;11;0;41;2398;890.0;811;0;969.0;79.0;1;High;High;24;4.166666666666666;Together;Graduation
68126.0;0;0;40;1332.0;17.0;311.0;23.0;51.0;86.0;1;7;4;5;9;0;1;0;0;0;0;3;11;1;29;2755;1734.0;1648;1;1820.0;86.0;0;High;High;17;5.88235294117647;Single;PhD
57288.0;0;1;27;527.0;0.0;21.0;0.0;0.0;60.0;3;8;1;8;6;0;1;0;0;0;0;3;11;0;57;2163;548.0;488;1;608.0;60.0;1;Medium;Medium;20;15.0;Together;Master
86037.0;0;0;95;490.0;44.0;125.0;29.0;20.0;22.0;1;6;7;11;3;0;1;1;0;0;0;3;11;1;29;2702;708.0;686;2;730.0;22.0;0;Medium;High;25;4.0;Single;Graduation
43974.0;1;0;19;378.0;0.0;101.0;0.0;0.0;72.0;5;6;4;6;7;0;0;0;0;0;0;3;11;0;40;2723;479.0;407;0;551.0;72.0;1;Medium;Medium;21;23.809523809523807;Married;PhD
50785.0;1;1;27;64.0;1.0;21.0;0.0;1.0;27.0;2;2;1;3;6;0;0;0;0;0;0;3;11;0;58;2451;87.0;60;0;114.0;27.0;2;Low;Medium;8;25.0;Single;Graduation
90765.0;0;0;25;547.0;99.0;812.0;151.0;82.0;33.0;0;4;6;5;1;0;0;1;1;0;0;3;11;0;50;2315;1691.0;1658;2;1724.0;33.0;0;High;High;15;0.0;Married;Graduation
36550.0;1;0;74;47.0;90.0;94.0;123.0;103.0;120.0;5;9;1;5;9;0;0;0;0;0;0;3;11;0;42;2654;457.0;337;0;577.0;120.0;1;Medium;Low;20;25.0;Married;2n Cycle
30753.0;1;1;85;12.0;5.0;25.0;0.0;9.0;30.0;2;1;1;3;5;0;0;0;0;0;0;3;11;0;53;2512;51.0;21;0;81.0;30.0;2;Low;Low;7;28.57142857142857;Together;2n Cycle
21918.0;1;0;37;1.0;6.0;7.0;11.0;5.0;3.0;2;2;0;3;6;0;0;0;0;0;0;3;11;0;51;2386;30.0;27;0;33.0;3.0;1;Low;Low;7;28.57142857142857;Together;Graduation
56129.0;0;1;65;320.0;48.0;133.0;39.0;72.0;48.0;4;6;2;10;4;0;0;0;0;0;0;3;11;0;67;2533;612.0;564;0;660.0;48.0;1;Medium;Medium;22;18.181818181818183;Together;Master
32557.0;1;0;13;34.0;3.0;29.0;0.0;4.0;10.0;3;2;1;3;5;0;0;0;0;0;0;3;11;1;53;2284;70.0;60;0;80.0;10.0;1;Low;Low;9;33.33333333333333;Single;Master
19510.0;2;0;63;9.0;0.0;7.0;3.0;4.0;7.0;2;1;0;3;7;0;0;0;0;0;0;3;11;0;35;2457;23.0;16;0;30.0;7.0;2;Low;Low;6;33.33333333333333;Married;Master
30992.0;1;0;83;17.0;0.0;14.0;7.0;3.0;2.0;1;1;0;3;7;0;0;0;0;0;0;3;11;0;44;2592;41.0;39;0;43.0;2.0;1;Low;Low;5;20.0;Divorced;Graduation
101970.0;0;0;69;722.0;27.0;102.0;44.0;72.0;168.0;0;6;8;13;2;0;1;1;1;0;0;3;11;1;37;2633;967.0;799;3;1135.0;168.0;0;High;High;27;0.0;Single;Graduation
71488.0;0;0;87;162.0;33.0;124.0;40.0;28.0;172.0;2;3;4;7;1;0;0;0;0;0;0;3;11;0;55;2655;387.0;215;0;559.0;172.0;0;Medium;High;16;12.5;Together;2n Cycle
79607.0;0;0;37;450.0;133.0;951.0;173.0;0.0;216.0;1;3;6;6;1;0;0;0;0;0;0;3;11;1;36;2593;1707.0;1491;0;1923.0;216.0;0;High;High;16;6.25;Single;Graduation
54348.0;1;1;51;70.0;0.0;16.0;0.0;0.0;4.0;2;2;0;4;6;0;0;0;0;0;0;3;11;0;67;2180;86.0;82;0;90.0;4.0;2;Low;Medium;8;25.0;Married;Master
77376.0;1;1;72;492.0;19.0;110.0;16.0;12.0;12.0;4;6;3;10;4;0;0;0;0;0;0;3;11;0;64;2209;649.0;637;0;661.0;12.0;2;Medium;High;23;17.391304347826086;Together;PhD
62998.0;0;1;10;120.0;58.0;73.0;65.0;89.0;58.0;5;5;4;5;5;0;0;0;0;0;0;3;11;0;68;2431;405.0;347;0;463.0;58.0;1;Medium;High;19;26.31578947368421;Married;Graduation
61331.0;1;1;42;534.0;5.0;47.0;0.0;5.0;41.0;5;11;1;6;8;0;0;0;0;0;0;3;11;0;62;2635;591.0;550;0;632.0;41.0;2;Medium;Medium;23;21.73913043478261;Single;Master
73448.0;0;0;10;236.0;106.0;189.0;23.0;41.0;130.0;1;7;2;9;4;0;0;0;0;0;0;3;11;0;51;2298;595.0;465;0;725.0;130.0;0;Medium;High;19;5.263157894736842;Married;Graduation
41551.0;1;1;51;220.0;0.0;33.0;3.0;0.0;23.0;5;5;1;5;8;0;0;0;0;0;0;3;11;0;56;2478;256.0;233;0;279.0;23.0;2;Medium;Medium;16;31.25;Married;PhD
